bar,day,start,end,date
"Harsh Flame Tavern",Tuesday,08:00,22:15,2018-10-23
"Hidden Lady Parlor",Tuesday,12:00,22:30,2018-10-23
"Hidden Table Brewpub",Tuesday,11:00,23:30,2018-10-23
"Hissing Ocean Bar",Tuesday,10:00,23:15,2018-10-23
"Hoppy Apple Brewhouse",Tuesday,08:00,22:45,2018-10-23
"Hot Cup Inn",Tuesday,11:00,23:45,2018-10-23
"Hungry Skunks Bar",Tuesday,08:00,23:45,2018-10-23
"Hungry Turtle Pub",Tuesday,10:00,22:45,2018-10-23
"Hungry Vanilla Bean Tavern",Tuesday,08:00,22:00,2018-10-23
"Hypnotic Gate Tavern",Tuesday,12:00,22:15,2018-10-23
"Icky Elephants Tavern",Tuesday,09:00,23:30,2018-10-23
"Impossible Fire",Tuesday,11:00,22:30,2018-10-23
"Incredible Sailboat Pub",Tuesday,08:00,22:15,2018-10-23
"Interesting Trumpet Inn",Tuesday,11:00,23:15,2018-10-23
"Iron Library Tavern",Tuesday,08:00,22:15,2018-10-23
"Iron Tigress Inn",Tuesday,11:00,22:30,2018-10-23
"Iron Turkey",Tuesday,12:00,23:15,2018-10-23
"Itchy Cheetah Bar",Tuesday,09:00,22:30,2018-10-23
"Ivory Lamb Pub",Tuesday,11:00,22:15,2018-10-23
"Jaded Pants Pub",Tuesday,10:00,22:00,2018-10-23
"Jealous Fiddle Pub",Tuesday,09:00,22:15,2018-10-23
"Keen Snail Bar",Tuesday,11:00,22:00,2018-10-23
"Latino Magpie",Tuesday,11:00,22:15,2018-10-23
"Laughing Elephant Tavern",Tuesday,11:00,23:00,2018-10-23
"Little Elixir Club",Tuesday,10:00,23:45,2018-10-23
"Lively Elf",Tuesday,10:00,22:00,2018-10-23
"Lonely Snowdrop",Tuesday,09:00,22:00,2018-10-23
"Loud Elderberry Bar",Tuesday,10:00,23:45,2018-10-23
"Lying Explorer Tavern",Tuesday,10:00,22:15,2018-10-23
"Magnificent Dark Elf Bar",Tuesday,12:00,22:15,2018-10-23
"Middle Cushion Bar",Tuesday,11:00,23:45,2018-10-23
"Mixing Demon Pub",Tuesday,12:00,23:00,2018-10-23
"Molten Ants Bar",Tuesday,12:00,23:00,2018-10-23
"Natural Leopard",Tuesday,10:00,22:15,2018-10-23
"Natural Squash Tavern",Tuesday,09:00,23:30,2018-10-23
"Naughty Bean Inn",Tuesday,09:00,23:00,2018-10-23
"Needy Mind Tavern",Tuesday,11:00,23:00,2018-10-23
"Nervous Jaguar Inn",Tuesday,09:00,23:00,2018-10-23
"Nervous Mountain Inn",Tuesday,08:00,23:30,2018-10-23
"New Spider Bar",Tuesday,12:00,23:15,2018-10-23
"Nifty Branch Inn",Tuesday,12:00,22:30,2018-10-23
"Nimble Squash",Tuesday,10:00,22:30,2018-10-23
"Nimble Stream Pub",Tuesday,12:00,22:45,2018-10-23
"Oceanic Knight Inn",Tuesday,08:00,23:00,2018-10-23
"Oceanic Woodpecker Inn",Tuesday,11:00,22:15,2018-10-23
"Organic Buffalo Bar",Tuesday,12:00,23:45,2018-10-23
"Original Acorn Roadhouse",Tuesday,12:00,23:00,2018-10-23
"Original Horse Brewpub",Tuesday,11:00,23:45,2018-10-23
"Outrageous Sailboat Inn",Tuesday,11:00,22:30,2018-10-23
"Overrated Pigeons Pub",Tuesday,11:00,22:30,2018-10-23
"Parallel Pegasus Bar",Tuesday,08:00,22:15,2018-10-23
"Peaceful Bison",Tuesday,11:00,22:00,2018-10-23
"Perfect Rabbit Tavern",Tuesday,09:00,23:45,2018-10-23
"Pleasant Parrot Tavern",Tuesday,09:00,23:15,2018-10-23
"Poor Bats Inn",Tuesday,10:00,23:00,2018-10-23
"Proud Spiders",Tuesday,11:00,22:15,2018-10-23
"Psychotic Seadog",Tuesday,08:00,22:45,2018-10-23
"Purple Pint Bar and Grille",Tuesday,09:00,23:45,2018-10-23
"Quickest Doves",Tuesday,09:00,22:00,2018-10-23
"Rainy Lime Tavern",Tuesday,12:00,23:00,2018-10-23
"Real Shark Inn",Tuesday,08:00,22:15,2018-10-23
"Regular Drum Tavern",Tuesday,10:00,23:30,2018-10-23
"Responsible Chair",Tuesday,09:00,22:30,2018-10-23
"Rich Tauren Bar",Tuesday,10:00,22:45,2018-10-23
"Russian Otter Pub",Tuesday,12:00,22:30,2018-10-23
"Rusty Sailor Outpost",Tuesday,11:00,23:15,2018-10-23
"Ruthless Chestnut",Tuesday,12:00,23:30,2018-10-23
"Safe Palm Inn",Tuesday,12:00,22:30,2018-10-23
"Scared Crossbow Tavern",Tuesday,09:00,23:30,2018-10-23
"Scary Kiwi",Tuesday,09:00,22:00,2018-10-23
"Shattered Oak",Tuesday,11:00,23:00,2018-10-23
"Shouting Snake Inn",Tuesday,09:00,22:30,2018-10-23
"Skinny Guitar",Tuesday,09:00,22:00,2018-10-23
"Smelly Crane Tavern",Tuesday,08:00,22:45,2018-10-23
"Snobbish Jackal Inn",Tuesday,11:00,23:30,2018-10-23
"Sore Head",Tuesday,10:00,22:15,2018-10-23
"Sour Axe Bar",Tuesday,11:00,23:45,2018-10-23
"Spicy Cats Tavern",Tuesday,12:00,23:45,2018-10-23
"Spinning Nomad Ale House",Tuesday,10:00,23:00,2018-10-23
"Spirited Brew Saloon",Tuesday,08:00,22:15,2018-10-23
"Steel Elf",Tuesday,08:00,23:00,2018-10-23
"Steel Yew",Tuesday,11:00,23:30,2018-10-23
"Sudden Dragon Bar",Tuesday,09:00,23:30,2018-10-23
"Sudden Octopus",Tuesday,09:00,23:45,2018-10-23
"Sweet And Sour Castle Bar",Tuesday,08:00,23:00,2018-10-23
"Swift Angels Pub",Tuesday,11:00,22:45,2018-10-23
"Tacky Lyre Pub",Tuesday,11:00,23:45,2018-10-23
"Tasty Fairy Tavern",Tuesday,09:00,23:00,2018-10-23
"Teeny Gauntlet Bar",Tuesday,10:00,23:00,2018-10-23
"Thundering Table Inn",Tuesday,09:00,23:00,2018-10-23
"Triangular Pegasus Inn",Tuesday,08:00,22:00,2018-10-23
"Twelve Spider Inn",Tuesday,12:00,23:00,2018-10-23
"Ugliest Pants Tavern",Tuesday,11:00,22:45,2018-10-23
"Uneven Ants Tavern",Tuesday,08:00,23:30,2018-10-23
"Unusual Truffle",Tuesday,08:00,23:30,2018-10-23
"Venomous River Inn",Tuesday,11:00,22:15,2018-10-23
"Wicked Stream",Tuesday,10:00,23:45,2018-10-23
"Wild Hag Bar",Tuesday,11:00,23:00,2018-10-23
"Windy Harp",Tuesday,10:00,22:00,2018-10-23
"Wretched Grape Inn",Tuesday,08:00,22:30,2018-10-23
"Wrong Whip Bar",Tuesday,08:00,23:00,2018-10-23
"Ye Olde Lord Bar",Tuesday,08:00,22:00,2018-10-23
"Absent Snow",Wednesday,12:00,22:15,2018-10-24
"Admiral Benbow Inn",Wednesday,09:00,22:15,2018-10-24
"Amused Lemon Parlor",Wednesday,08:00,22:15,2018-10-24
Anchor,Wednesday,11:00,22:45,2018-10-24
"Armed Pudding Bar",Wednesday,08:00,22:45,2018-10-24
"Assorted Dandelion Bar",Wednesday,08:00,22:45,2018-10-24
"Atomic Liquors",Wednesday,09:00,22:45,2018-10-24
"Awful Salmon Bar",Wednesday,11:00,23:00,2018-10-24
"Best Stick Tavern",Wednesday,12:00,22:30,2018-10-24
"Bloody Lady",Wednesday,08:00,22:30,2018-10-24
"Blue City",Wednesday,10:00,22:15,2018-10-24
"Brave Olive Pub",Wednesday,12:00,23:45,2018-10-24
"Busy Bachelor Bar",Wednesday,12:00,22:45,2018-10-24
"Cheap Vampire",Wednesday,12:00,22:45,2018-10-24
"Chinese Oak",Wednesday,11:00,22:15,2018-10-24
"Chubby Badger Pub",Wednesday,12:00,23:00,2018-10-24
"Chunky Hawks Tavern",Wednesday,10:00,23:30,2018-10-24
"Clean Bed Inn",Wednesday,11:00,23:45,2018-10-24
"Clever Child",Wednesday,09:00,23:15,2018-10-24
"Courageous Lyre Bar",Wednesday,09:00,22:45,2018-10-24
"Courageous Melon",Wednesday,11:00,23:30,2018-10-24
"Crooked Sailor Ale House",Wednesday,11:00,22:15,2018-10-24
"Daily Barracuda Inn",Wednesday,10:00,23:15,2018-10-24
"Dandy Cloud Bistro",Wednesday,10:00,23:30,2018-10-24
"Deep Flute Bar",Wednesday,11:00,22:45,2018-10-24
"Deep Glass Bar",Wednesday,08:00,22:30,2018-10-24
"Deep Lantern",Wednesday,09:00,23:30,2018-10-24
"Diamond Turtle Inn",Wednesday,11:00,23:15,2018-10-24
"Different Kumquat Pub",Wednesday,11:00,22:00,2018-10-24
"Discreet Elderberry Pub",Wednesday,11:00,23:45,2018-10-24
"Dizzy Lemon Lounge",Wednesday,08:00,22:15,2018-10-24
"Double Swan Tavern",Wednesday,10:00,23:30,2018-10-24
"Drab Parrots Pub",Wednesday,10:00,23:15,2018-10-24
"Dramatic Crabs",Wednesday,12:00,22:30,2018-10-24
"Earthy Bird Pub",Wednesday,12:00,22:45,2018-10-24
"Empty Snapdragon Pub",Wednesday,11:00,22:45,2018-10-24
"Familiar Pony Tavern",Wednesday,08:00,23:00,2018-10-24
"Famous Tiger Pub",Wednesday,08:00,22:15,2018-10-24
"Fascinated Chick Pub",Wednesday,12:00,23:30,2018-10-24
"Fascinated Demon Pub",Wednesday,08:00,23:15,2018-10-24
"Fearless Drum Bar",Wednesday,10:00,23:00,2018-10-24
"Fluffy Husband",Wednesday,10:00,22:15,2018-10-24
"Foamy Cave",Wednesday,10:00,23:15,2018-10-24
"Full Guitar",Wednesday,09:00,23:30,2018-10-24
"Gifted Pillow Inn",Wednesday,12:00,23:00,2018-10-24
"Gifted Zebra Tavern",Wednesday,11:00,23:45,2018-10-24
"Gray City",Wednesday,09:00,22:15,2018-10-24
"Gypsy Root Roadhouse",Wednesday,12:00,23:15,2018-10-24
"Harsh Flame Tavern",Wednesday,08:00,22:15,2018-10-24
"Hidden Lady Parlor",Wednesday,10:00,23:15,2018-10-24
"Hidden Table Brewpub",Wednesday,10:00,22:30,2018-10-24
"Hissing Ocean Bar",Wednesday,10:00,22:30,2018-10-24
"Hoppy Apple Brewhouse",Wednesday,08:00,22:00,2018-10-24
"Hot Cup Inn",Wednesday,12:00,23:15,2018-10-24
"Hungry Skunks Bar",Wednesday,08:00,22:00,2018-10-24
"Hungry Turtle Pub",Wednesday,08:00,23:15,2018-10-24
"Hungry Vanilla Bean Tavern",Wednesday,12:00,23:15,2018-10-24
"Hypnotic Gate Tavern",Wednesday,11:00,23:45,2018-10-24
"Icky Elephants Tavern",Wednesday,09:00,22:00,2018-10-24
"Impossible Fire",Wednesday,08:00,22:15,2018-10-24
"Incredible Sailboat Pub",Wednesday,09:00,23:45,2018-10-24
"Interesting Trumpet Inn",Wednesday,11:00,22:30,2018-10-24
"Iron Library Tavern",Wednesday,09:00,22:00,2018-10-24
"Iron Tigress Inn",Wednesday,10:00,22:00,2018-10-24
"Iron Turkey",Wednesday,11:00,22:45,2018-10-24
"Itchy Cheetah Bar",Wednesday,12:00,23:45,2018-10-24
"Ivory Lamb Pub",Wednesday,10:00,22:00,2018-10-24
"Jaded Pants Pub",Wednesday,12:00,22:15,2018-10-24
"Jealous Fiddle Pub",Wednesday,12:00,22:45,2018-10-24
"Keen Snail Bar",Wednesday,08:00,22:45,2018-10-24
"Latino Magpie",Wednesday,12:00,22:45,2018-10-24
"Laughing Elephant Tavern",Wednesday,11:00,22:30,2018-10-24
"Little Elixir Club",Wednesday,08:00,23:30,2018-10-24
"Lively Elf",Wednesday,09:00,23:30,2018-10-24
"Lonely Snowdrop",Wednesday,12:00,22:45,2018-10-24
"Loud Elderberry Bar",Wednesday,12:00,22:45,2018-10-24
"Lying Explorer Tavern",Wednesday,10:00,23:30,2018-10-24
"Magnificent Dark Elf Bar",Wednesday,08:00,22:00,2018-10-24
"Middle Cushion Bar",Wednesday,12:00,23:15,2018-10-24
"Mixing Demon Pub",Wednesday,12:00,23:15,2018-10-24
"Molten Ants Bar",Wednesday,12:00,22:00,2018-10-24
"Natural Leopard",Wednesday,08:00,22:15,2018-10-24
"Natural Squash Tavern",Wednesday,08:00,22:30,2018-10-24
"Naughty Bean Inn",Wednesday,09:00,22:45,2018-10-24
"Needy Mind Tavern",Wednesday,12:00,22:15,2018-10-24
"Nervous Jaguar Inn",Wednesday,09:00,23:00,2018-10-24
"Nervous Mountain Inn",Wednesday,11:00,23:15,2018-10-24
"New Spider Bar",Wednesday,10:00,22:30,2018-10-24
"Nifty Branch Inn",Wednesday,10:00,22:00,2018-10-24
"Nimble Squash",Wednesday,10:00,23:30,2018-10-24
"Nimble Stream Pub",Wednesday,09:00,23:45,2018-10-24
"Oceanic Knight Inn",Wednesday,11:00,22:45,2018-10-24
"Oceanic Woodpecker Inn",Wednesday,10:00,23:15,2018-10-24
"Organic Buffalo Bar",Wednesday,09:00,22:15,2018-10-24
"Original Acorn Roadhouse",Wednesday,08:00,22:30,2018-10-24
"Original Horse Brewpub",Wednesday,12:00,23:30,2018-10-24
"Outrageous Sailboat Inn",Wednesday,12:00,22:15,2018-10-24
"Overrated Pigeons Pub",Wednesday,11:00,22:15,2018-10-24
"Parallel Pegasus Bar",Wednesday,10:00,23:30,2018-10-24
"Peaceful Bison",Wednesday,09:00,23:30,2018-10-24
"Perfect Rabbit Tavern",Wednesday,12:00,23:15,2018-10-24
"Pleasant Parrot Tavern",Wednesday,10:00,22:00,2018-10-24
"Poor Bats Inn",Wednesday,08:00,23:15,2018-10-24
"Proud Spiders",Wednesday,11:00,23:30,2018-10-24
"Psychotic Seadog",Wednesday,09:00,22:15,2018-10-24
"Purple Pint Bar and Grille",Wednesday,09:00,23:45,2018-10-24
"Quickest Doves",Wednesday,10:00,22:30,2018-10-24
"Rainy Lime Tavern",Wednesday,12:00,22:45,2018-10-24
"Real Shark Inn",Wednesday,11:00,22:15,2018-10-24
"Regular Drum Tavern",Wednesday,10:00,22:15,2018-10-24
"Responsible Chair",Wednesday,08:00,23:15,2018-10-24
"Rich Tauren Bar",Wednesday,12:00,23:45,2018-10-24
"Russian Otter Pub",Wednesday,10:00,22:00,2018-10-24
"Rusty Sailor Outpost",Wednesday,10:00,22:30,2018-10-24
"Ruthless Chestnut",Wednesday,08:00,22:15,2018-10-24
"Safe Palm Inn",Wednesday,09:00,22:45,2018-10-24
"Scared Crossbow Tavern",Wednesday,11:00,23:00,2018-10-24
"Scary Kiwi",Wednesday,12:00,23:30,2018-10-24
"Shattered Oak",Wednesday,11:00,23:30,2018-10-24
"Shouting Snake Inn",Wednesday,12:00,22:30,2018-10-24
"Skinny Guitar",Wednesday,11:00,23:15,2018-10-24
"Smelly Crane Tavern",Wednesday,09:00,23:15,2018-10-24
"Snobbish Jackal Inn",Wednesday,10:00,23:15,2018-10-24
"Sore Head",Wednesday,12:00,23:00,2018-10-24
"Sour Axe Bar",Wednesday,08:00,23:15,2018-10-24
"Spicy Cats Tavern",Wednesday,09:00,23:30,2018-10-24
"Spinning Nomad Ale House",Wednesday,12:00,23:30,2018-10-24
"Spirited Brew Saloon",Wednesday,08:00,22:00,2018-10-24
"Steel Elf",Wednesday,08:00,23:30,2018-10-24
"Steel Yew",Wednesday,09:00,23:00,2018-10-24
"Sudden Dragon Bar",Wednesday,12:00,23:30,2018-10-24
"Sudden Octopus",Wednesday,09:00,23:30,2018-10-24
"Sweet And Sour Castle Bar",Wednesday,12:00,23:00,2018-10-24
"Swift Angels Pub",Wednesday,10:00,23:00,2018-10-24
"Tacky Lyre Pub",Wednesday,09:00,23:30,2018-10-24
"Tasty Fairy Tavern",Wednesday,12:00,22:15,2018-10-24
"Teeny Gauntlet Bar",Wednesday,12:00,23:30,2018-10-24
"Thundering Table Inn",Wednesday,12:00,23:15,2018-10-24
"Triangular Pegasus Inn",Wednesday,10:00,22:45,2018-10-24
"Twelve Spider Inn",Wednesday,08:00,22:30,2018-10-24
"Ugliest Pants Tavern",Wednesday,10:00,23:15,2018-10-24
"Uneven Ants Tavern",Wednesday,11:00,23:00,2018-10-24
"Unusual Truffle",Wednesday,09:00,23:00,2018-10-24
"Venomous River Inn",Wednesday,12:00,22:00,2018-10-24
"Wicked Stream",Wednesday,12:00,22:30,2018-10-24
"Wild Hag Bar",Wednesday,08:00,23:45,2018-10-24
"Windy Harp",Wednesday,10:00,23:45,2018-10-24
"Wretched Grape Inn",Wednesday,08:00,23:45,2018-10-24
"Wrong Whip Bar",Wednesday,11:00,22:15,2018-10-24
"Ye Olde Lord Bar",Wednesday,09:00,22:45,2018-10-24
"Absent Snow",Thursday,12:00,23:00,2018-10-25
"Admiral Benbow Inn",Thursday,08:00,22:15,2018-10-25
"Amused Lemon Parlor",Thursday,08:00,22:15,2018-10-25
Anchor,Thursday,10:00,22:30,2018-10-25
"Armed Pudding Bar",Thursday,10:00,23:45,2018-10-25
"Assorted Dandelion Bar",Thursday,11:00,23:15,2018-10-25
"Atomic Liquors",Thursday,09:00,22:15,2018-10-25
"Awful Salmon Bar",Thursday,10:00,23:15,2018-10-25
"Best Stick Tavern",Thursday,11:00,22:00,2018-10-25
"Bloody Lady",Thursday,10:00,23:15,2018-10-25
"Blue City",Thursday,10:00,22:45,2018-10-25
"Brave Olive Pub",Thursday,10:00,23:00,2018-10-25
"Busy Bachelor Bar",Thursday,10:00,22:00,2018-10-25
"Cheap Vampire",Thursday,11:00,23:15,2018-10-25
"Chinese Oak",Thursday,12:00,23:30,2018-10-25
"Chubby Badger Pub",Thursday,11:00,22:30,2018-10-25
"Chunky Hawks Tavern",Thursday,09:00,22:30,2018-10-25
"Clean Bed Inn",Thursday,10:00,22:45,2018-10-25
"Clever Child",Thursday,09:00,23:30,2018-10-25
"Courageous Lyre Bar",Thursday,08:00,23:15,2018-10-25
"Courageous Melon",Thursday,10:00,23:15,2018-10-25
"Crooked Sailor Ale House",Thursday,12:00,23:45,2018-10-25
"Daily Barracuda Inn",Thursday,08:00,23:45,2018-10-25
"Dandy Cloud Bistro",Thursday,09:00,22:30,2018-10-25
"Deep Flute Bar",Thursday,12:00,23:45,2018-10-25
"Deep Glass Bar",Thursday,08:00,23:30,2018-10-25
"Deep Lantern",Thursday,11:00,22:30,2018-10-25
"Diamond Turtle Inn",Thursday,09:00,23:15,2018-10-25
"Different Kumquat Pub",Thursday,11:00,23:45,2018-10-25
"Discreet Elderberry Pub",Thursday,12:00,23:45,2018-10-25
"Dizzy Lemon Lounge",Thursday,09:00,23:45,2018-10-25
"Double Swan Tavern",Thursday,11:00,23:45,2018-10-25
"Drab Parrots Pub",Thursday,10:00,23:00,2018-10-25
"Dramatic Crabs",Thursday,11:00,22:15,2018-10-25
"Earthy Bird Pub",Thursday,10:00,22:00,2018-10-25
"Empty Snapdragon Pub",Thursday,12:00,22:00,2018-10-25
"Familiar Pony Tavern",Thursday,08:00,22:30,2018-10-25
"Famous Tiger Pub",Thursday,09:00,23:45,2018-10-25
"Fascinated Chick Pub",Thursday,10:00,23:45,2018-10-25
"Fascinated Demon Pub",Thursday,08:00,22:15,2018-10-25
"Fearless Drum Bar",Thursday,12:00,22:15,2018-10-25
"Fluffy Husband",Thursday,08:00,23:45,2018-10-25
"Foamy Cave",Thursday,08:00,23:45,2018-10-25
"Full Guitar",Thursday,11:00,23:15,2018-10-25
"Gifted Pillow Inn",Thursday,08:00,22:00,2018-10-25
"Gifted Zebra Tavern",Thursday,12:00,23:30,2018-10-25
"Gray City",Thursday,12:00,23:45,2018-10-25
"Gypsy Root Roadhouse",Thursday,12:00,22:45,2018-10-25
"Harsh Flame Tavern",Thursday,12:00,23:00,2018-10-25
"Hidden Lady Parlor",Thursday,08:00,22:15,2018-10-25
"Hidden Table Brewpub",Thursday,11:00,22:45,2018-10-25
"Hissing Ocean Bar",Thursday,08:00,23:15,2018-10-25
"Hoppy Apple Brewhouse",Thursday,11:00,22:30,2018-10-25
"Hot Cup Inn",Thursday,09:00,23:15,2018-10-25
"Hungry Skunks Bar",Thursday,10:00,23:15,2018-10-25
"Hungry Turtle Pub",Thursday,08:00,23:30,2018-10-25
"Hungry Vanilla Bean Tavern",Thursday,09:00,22:45,2018-10-25
"Hypnotic Gate Tavern",Thursday,12:00,23:30,2018-10-25
"Icky Elephants Tavern",Thursday,08:00,22:00,2018-10-25
"Impossible Fire",Thursday,11:00,22:15,2018-10-25
"Incredible Sailboat Pub",Thursday,10:00,22:30,2018-10-25
"Interesting Trumpet Inn",Thursday,12:00,22:30,2018-10-25
"Iron Library Tavern",Thursday,12:00,22:45,2018-10-25
"Iron Tigress Inn",Thursday,11:00,22:30,2018-10-25
"Iron Turkey",Thursday,11:00,23:45,2018-10-25
"Itchy Cheetah Bar",Thursday,11:00,22:00,2018-10-25
"Ivory Lamb Pub",Thursday,08:00,22:00,2018-10-25
"Jaded Pants Pub",Thursday,12:00,22:15,2018-10-25
"Jealous Fiddle Pub",Thursday,09:00,23:45,2018-10-25
"Keen Snail Bar",Thursday,08:00,23:15,2018-10-25
"Latino Magpie",Thursday,08:00,23:00,2018-10-25
"Laughing Elephant Tavern",Thursday,12:00,23:30,2018-10-25
"Little Elixir Club",Thursday,12:00,23:45,2018-10-25
"Lively Elf",Thursday,09:00,23:15,2018-10-25
"Lonely Snowdrop",Thursday,11:00,23:15,2018-10-25
"Loud Elderberry Bar",Thursday,12:00,23:15,2018-10-25
"Lying Explorer Tavern",Thursday,09:00,22:00,2018-10-25
"Magnificent Dark Elf Bar",Thursday,09:00,22:15,2018-10-25
"Middle Cushion Bar",Thursday,08:00,22:00,2018-10-25
"Mixing Demon Pub",Thursday,12:00,22:15,2018-10-25
"Molten Ants Bar",Thursday,10:00,23:30,2018-10-25
"Natural Leopard",Thursday,09:00,22:00,2018-10-25
"Natural Squash Tavern",Thursday,08:00,23:30,2018-10-25
"Naughty Bean Inn",Thursday,11:00,22:15,2018-10-25
"Needy Mind Tavern",Thursday,08:00,22:00,2018-10-25
"Nervous Jaguar Inn",Thursday,11:00,23:00,2018-10-25
"Nervous Mountain Inn",Thursday,08:00,22:00,2018-10-25
"New Spider Bar",Thursday,11:00,23:45,2018-10-25
"Nifty Branch Inn",Thursday,08:00,22:45,2018-10-25
"Nimble Squash",Thursday,09:00,22:15,2018-10-25
"Nimble Stream Pub",Thursday,09:00,23:45,2018-10-25
"Oceanic Knight Inn",Thursday,08:00,22:00,2018-10-25
"Oceanic Woodpecker Inn",Thursday,10:00,23:30,2018-10-25
"Organic Buffalo Bar",Thursday,08:00,22:45,2018-10-25
"Original Acorn Roadhouse",Thursday,12:00,22:15,2018-10-25
"Original Horse Brewpub",Thursday,09:00,22:30,2018-10-25
"Outrageous Sailboat Inn",Thursday,09:00,22:30,2018-10-25
"Overrated Pigeons Pub",Thursday,10:00,23:00,2018-10-25
"Parallel Pegasus Bar",Thursday,08:00,22:00,2018-10-25
"Peaceful Bison",Thursday,08:00,23:15,2018-10-25
"Perfect Rabbit Tavern",Thursday,10:00,23:00,2018-10-25
"Pleasant Parrot Tavern",Thursday,08:00,23:45,2018-10-25
"Poor Bats Inn",Thursday,10:00,22:15,2018-10-25
"Proud Spiders",Thursday,10:00,22:15,2018-10-25
"Psychotic Seadog",Thursday,09:00,22:15,2018-10-25
"Purple Pint Bar and Grille",Thursday,09:00,23:30,2018-10-25
"Quickest Doves",Thursday,10:00,22:30,2018-10-25
"Rainy Lime Tavern",Thursday,08:00,23:15,2018-10-25
"Real Shark Inn",Thursday,11:00,23:45,2018-10-25
"Regular Drum Tavern",Thursday,12:00,23:45,2018-10-25
"Responsible Chair",Thursday,11:00,23:15,2018-10-25
"Rich Tauren Bar",Thursday,10:00,22:45,2018-10-25
"Russian Otter Pub",Thursday,12:00,22:00,2018-10-25
"Rusty Sailor Outpost",Thursday,09:00,23:00,2018-10-25
"Ruthless Chestnut",Thursday,11:00,23:15,2018-10-25
"Safe Palm Inn",Thursday,12:00,22:00,2018-10-25
"Scared Crossbow Tavern",Thursday,09:00,23:45,2018-10-25
"Scary Kiwi",Thursday,12:00,23:30,2018-10-25
"Shattered Oak",Thursday,09:00,22:45,2018-10-25
"Shouting Snake Inn",Thursday,12:00,23:45,2018-10-25
"Skinny Guitar",Thursday,08:00,22:30,2018-10-25
"Smelly Crane Tavern",Thursday,11:00,23:30,2018-10-25
"Snobbish Jackal Inn",Thursday,08:00,23:30,2018-10-25
"Sore Head",Thursday,11:00,22:00,2018-10-25
"Sour Axe Bar",Thursday,09:00,22:45,2018-10-25
"Spicy Cats Tavern",Thursday,12:00,23:00,2018-10-25
"Spinning Nomad Ale House",Thursday,10:00,22:00,2018-10-25
"Spirited Brew Saloon",Thursday,12:00,22:15,2018-10-25
"Steel Elf",Thursday,09:00,22:30,2018-10-25
"Steel Yew",Thursday,11:00,22:15,2018-10-25
"Sudden Dragon Bar",Thursday,11:00,22:30,2018-10-25
"Sudden Octopus",Thursday,11:00,23:00,2018-10-25
"Sweet And Sour Castle Bar",Thursday,08:00,23:45,2018-10-25
"Swift Angels Pub",Thursday,11:00,23:15,2018-10-25
"Tacky Lyre Pub",Thursday,09:00,22:30,2018-10-25
"Tasty Fairy Tavern",Thursday,08:00,23:30,2018-10-25
"Teeny Gauntlet Bar",Thursday,12:00,22:15,2018-10-25
"Thundering Table Inn",Thursday,12:00,22:15,2018-10-25
"Triangular Pegasus Inn",Thursday,10:00,23:30,2018-10-25
"Twelve Spider Inn",Thursday,09:00,23:45,2018-10-25
"Ugliest Pants Tavern",Thursday,12:00,22:45,2018-10-25
"Uneven Ants Tavern",Thursday,12:00,23:15,2018-10-25
"Unusual Truffle",Thursday,11:00,22:30,2018-10-25
"Venomous River Inn",Thursday,10:00,23:30,2018-10-25
"Wicked Stream",Thursday,08:00,22:15,2018-10-25
"Wild Hag Bar",Thursday,11:00,23:45,2018-10-25
"Windy Harp",Thursday,12:00,23:30,2018-10-25
"Wretched Grape Inn",Thursday,11:00,23:15,2018-10-25
"Wrong Whip Bar",Thursday,11:00,23:15,2018-10-25
"Ye Olde Lord Bar",Thursday,09:00,22:15,2018-10-25
"Absent Snow",Friday,12:00,23:15,2018-10-26
"Admiral Benbow Inn",Friday,12:00,22:15,2018-10-26
"Amused Lemon Parlor",Friday,10:00,23:00,2018-10-26
Anchor,Friday,09:00,23:45,2018-10-26
"Armed Pudding Bar",Friday,10:00,23:45,2018-10-26
"Assorted Dandelion Bar",Friday,11:00,23:15,2018-10-26
"Atomic Liquors",Friday,08:00,22:15,2018-10-26
"Awful Salmon Bar",Friday,08:00,22:45,2018-10-26
"Best Stick Tavern",Friday,09:00,22:45,2018-10-26
"Bloody Lady",Friday,08:00,23:45,2018-10-26
"Blue City",Friday,09:00,22:00,2018-10-26
"Brave Olive Pub",Friday,11:00,23:00,2018-10-26
"Busy Bachelor Bar",Friday,12:00,22:30,2018-10-26
"Cheap Vampire",Friday,09:00,23:00,2018-10-26
"Chinese Oak",Friday,09:00,23:45,2018-10-26
"Chubby Badger Pub",Friday,10:00,23:15,2018-10-26
"Chunky Hawks Tavern",Friday,08:00,22:15,2018-10-26
"Clean Bed Inn",Friday,08:00,22:30,2018-10-26
"Clever Child",Friday,10:00,22:30,2018-10-26
"Courageous Lyre Bar",Friday,09:00,22:00,2018-10-26
"Courageous Melon",Friday,09:00,22:45,2018-10-26
"Crooked Sailor Ale House",Friday,12:00,23:45,2018-10-26
"Daily Barracuda Inn",Friday,12:00,22:15,2018-10-26
"Dandy Cloud Bistro",Friday,10:00,22:00,2018-10-26
"Deep Flute Bar",Friday,10:00,23:45,2018-10-26
"Deep Glass Bar",Friday,09:00,23:45,2018-10-26
"Deep Lantern",Friday,11:00,23:00,2018-10-26
"Diamond Turtle Inn",Friday,10:00,22:00,2018-10-26
"Different Kumquat Pub",Friday,09:00,22:45,2018-10-26
